PID,year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault
2005-RI,2005,RI,1073579,2710,34,323.0,,776,1577
2005-SC,2005,SC,4246933,32590,314,1862.0,,5657,24757
2005-SD,2005,SD,774883,1387,18,377.0,,145,847
2005-TN,2005,TN,5955745,45104,431,2194.0,,10009,32470
2005-TX,2005,TX,22928508,121091,1407,8511.0,,35790,75383
2005-UT,2005,UT,2490334,5612,56,920.0,,1095,3541
2005-VA,2005,VA,7564327,21434,458,1763.0,,7495,11718
2005-VT,2005,VT,622387,782,8,153.0,,76,545
2005-WA,2005,WA,6291899,21745,205,2811.0,,5788,12941
2005-WI,2005,WI,5527644,13367,206,1135.0,,4555,7471
2005-WV,2005,WV,1814083,4968,82,335.0,,816,3735
2005-WY,2005,WY,508798,1172,14,122.0,,78,958
2006-AK,2006,AK,670053,4610,36,512.0,,600,3462
2006-AL,2006,AL,4599030,19553,382,1646.0,,7062,10463
2006-AR,2006,AR,2810872,15538,205,1325.0,,2749,11259
2006-AZ,2006,AZ,6166318,33456,533,2449.0,,9491,20983
2006-CA,2006,CA,36457549,194483,2486,9235.0,,71142,111620
2006-CO,2006,CO,4753377,18794,171,2158.0,,3824,12641
2006-CT,2006,CT,3504809,10505,137,696.0,,4460,5212
2006-DC,2006,DC,581530,8772,169,185.0,,3829,4589
2006-DE,2006,DE,853476,5983,42,417.0,,1791,3733
2006-FL,2006,FL,18089888,129602,1129,6475.0,,34147,87851
2006-GA,2006,GA,9363941,44754,605,2169.0,,15511,26469
2006-HI,2006,HI,1285498,3608,21,353.0,,1144,2090
2006-IA,2006,IA,2982085,8521,55,871.0,,1309,6286
2006-ID,2006,ID,1466465,3666,35,611.0,,294,2726
2006-IL,2006,IL,12831970,69498,780,4078.0,,23782,40858
2006-IN,2006,IN,6313520,20303,361,1811.0,,7175,10956
2006-KS,2006,KS,2764075,11960,125,1279.0,,1878,8678
2006-KY,2006,KY,4206074,11361,173,1312.0,,3850,6026
2006-LA,2006,LA,4287768,30923,555,1587.0,,5928,22853
2006-MA,2006,MA,6437193,32217,188,1771.0,,8080,22178
2006-MD,2006,MD,5615727,38111,546,1178.0,,14376,22011
2006-ME,2006,ME,1321574,1533,23,341.0,,383,786
2006-MI,2006,MI,10095643,56981,721,5347.0,,14229,36684
2006-MN,2006,MN,5167101,16042,126,1645.0,,5441,8830
2006-MO,2006,MO,5842713,31897,369,1764.0,,7597,22167
2006-MS,2006,MS,2910540,9076,231,1039.0,,3259,4547
2006-MT,2006,MT,944632,3564,33,348.0,,233,2950
2006-NC,2006,NC,8856505,42088,539,2495.0,,13468,25586
2006-ND,2006,ND,635867,1255,14,241.0,,75,925
2006-NE,2006,NE,1768331,5197,51,577.0,,1136,3433
2006-NH,2006,NH,1314895,1785,13,295.0,,435,1042
2006-NJ,2006,NJ,8724560,30550,427,1201.0,,13360,15562
2006-NM,2006,NM,1954599,12797,134,1073.0,,2095,9495
2006-NV,2006,NV,2495529,18687,226,1092.0,,7038,10331
2006-NY,2006,NY,19306183,84016,922,3168.0,,34459,45467
2006-OH,2006,OH,11478006,41491,560,4770.0,,19418,16743
2006-OK,2006,OK,3579212,17905,210,1488.0,,3145,13062
2006-OR,2006,OR,3700758,10534,88,1219.0,,2711,6516
2006-PA,2006,PA,12440621,55028,741,3611.0,,21095,29581
2006-RI,2006,RI,1067610,2460,27,289.0,,740,1404
2006-SC,2006,SC,4321249,33322,362,1834.0,,5902,25224
2006-SD,2006,SD,781919,2071,30,465.0,,158,1418
2006-TN,2006,TN,6038803,46043,419,2194.0,,11143,32287
2006-TX,2006,TX,23507783,121602,1386,8429.0,,37256,74531
2006-UT,2006,UT,2550063,5771,51,891.0,,1242,3587
2006-VA,2006,VA,7642884,21683,403,1829.0,,7779,11672
2006-VT,2006,VT,623908,905,14,173.0,,114,604
2006-WA,2006,WA,6395798,22303,197,2748.0,,6424,12934
2006-WI,2006,WI,5556506,15899,165,1233.0,,5564,8937
2006-WV,2006,WV,1818470,5113,80,404.0,,853,3776
2006-WY,2006,WY,515004,1307,13,151.0,,72,1071
2007-AK,2007,AK,683478,4520,43,545.0,,581,3351
2007-AL,2007,AL,4627851,20775,412,1548.0,,7398,11417
2007-AR,2007,AR,2834797,15226,198,1294.0,,3105,10629
2007-AZ,2007,AZ,6338755,32835,548,2353.0,,9764,20170
2007-CA,2007,CA,36553215,191561,2262,9046.0,,70706,109547
2007-CO,2007,CO,4861515,17101,155,2075.0,,3461,11410
2007-CT,2007,CT,3502309,10547,113,690.0,,4303,5441
2007-DC,2007,DC,588292,8325,181,192.0,,4265,3687
2007-DE,2007,DE,864764,6100,39,341.0,,1763,3957
2007-FL,2007,FL,18251243,131878,1202,6149.0,,38155,86372
2007-GA,2007,GA,9544750,46917,720,2198.0,,17291,26708
2007-HI,2007,HI,1283388,3544,24,377.0,,1122,2021
2007-IA,2007,IA,2988046,8970,39,970.0,,1328,6633
2007-ID,2007,ID,1499402,3841,49,607.0,,243,2942
2007-IL,2007,IL,12852548,68528,752,4103.0,,23100,40573
2007-IN,2007,IN,6345289,21310,350,1738.0,,7845,11377
2007-KS,2007,KS,2775997,12730,106,1287.0,,2022,9315
2007-KY,2007,KY,4241474,12329,206,1365.0,,4068,6690
2007-LA,2007,LA,4293204,31789,625,1427.0,,6316,23421
2007-MA,2007,MA,6449755,28487,187,1643.0,,7021,19636
2007-MD,2007,MD,5618344,36063,554,1179.0,,13258,21072
2007-ME,2007,ME,1317207,1565,20,392.0,,349,804
2007-MI,2007,MI,10071822,53765,661,4592.0,,13365,35147
2007-MN,2007,MN,5197621,15054,116,1873.0,,4770,8295
2007-MO,2007,MO,5878415,32962,367,1785.0,,7728,23082
2007-MS,2007,MS,2918785,8502,202,1033.0,,2896,4371
2007-MT,2007,MT,957861,3638,27,363.0,,233,3015
2007-NC,2007,NC,9061032,42231,584,2386.0,,13534,25727
2007-ND,2007,ND,639715,1343,17,252.0,,75,999
2007-NE,2007,NE,1774571,5524,71,550.0,,1115,3788
2007-NH,2007,NH,1315828,1896,12,357.0,,451,1076
2007-NJ,2007,NJ,8685920,28544,381,1032.0,,12567,14564
2007-NM,2007,NM,1969915,13311,183,1028.0,,2323,9777
2007-NV,2007,NV,2565382,19365,193,1096.0,,6938,11138
2007-NY,2007,NY,19297729,79962,805,2928.0,,31085,45144
2007-OH,2007,OH,11466917,40759,529,4661.0,,18351,17218
2007-OK,2007,OK,3617316,18234,224,1565.0,,3392,13053
2007-OR,2007,OR,3747455,11015,76,1276.0,,2864,6799
2007-PA,2007,PA,12432792,51806,725,3443.0,,19440,28198
2007-RI,2007,RI,1057832,2424,19,258.0,,760,1387
2007-SC,2007,SC,4407709,34630,364,1773.0,,6354,26139
2007-SD,2007,SD,796214,1926,31,433.0,,118,1344
2007-TN,2007,TN,6156719,46482,405,2201.0,,11033,32843
2007-TX,2007,TX,23904380,122014,1419,8460.0,,38778,73357
2007-UT,2007,UT,2645330,6347,59,935.0,,1425,3928
2007-VA,2007,VA,7712091,21035,415,1793.0,,7696,11131
2007-VT,2007,VT,621254,802,13,128.0,,79,582
2007-WA,2007,WA,6468424,21768,174,2653.0,,6079,12862
2007-WI,2007,WI,5601640,16330,185,1227.0,,5480,9438
2007-WV,2007,WV,1812035,5016,65,388.0,,847,3716
2007-WY,2007,WY,522830,1344,21,172.0,,84,1067
2008-AK,2008,AK,686293,4475,27,447.0,,645,3356
2008-AL,2008,AL,4661900,21110,351,1618.0,,7346,11795
2008-AR,2008,AR,2855390,14649,165,1463.0,,2777,10244
2008-AZ,2008,AZ,6500180,31567,462,2200.0,,9809,19096
2008-CA,2008,CA,36756666,185329,2142,8903.0,,69388,104896
2008-CO,2008,CO,4939456,17480,165,2151.0,,3404,11760
2008-CT,2008,CT,3501252,10737,132,680.0,,4043,5882
2008-DC,2008,DC,591833,8509,186,186.0,,4430,3707
2008-DE,2008,DE,873092,6187,57,371.0,,1847,3912
2008-FL,2008,FL,18328340,126256,1168,5972.0,,36268,82848
2008-GA,2008,GA,9685744,47353,640,2334.0,,17808,26571
2008-HI,2008,HI,1288198,3510,26,363.0,,1085,2036
2008-IA,2008,IA,3002555,8651,77,937.0,,1249,6388
2008-ID,2008,ID,1523816,3680,23,579.0,,239,2839
2008-IL,2008,IL,12901563,67780,790,4118.0,,24054,38818
2008-IN,2008,IN,6376792,21525,322,1711.0,,7580,11912
2008-KS,2008,KS,2802134,11554,113,1226.0,,1681,8534
2008-KY,2008,KY,4269245,12690,201,1457.0,,4080,6952
2008-LA,2008,LA,4410796,29613,544,1250.0,,6241,21578
2008-MA,2008,MA,6497967,30137,166,1751.0,,7077,21143
2008-MD,2008,MD,5633597,35393,493,1127.0,,13203,20570
2008-ME,2008,ME,1316456,1572,31,379.0,,333,829
2008-MI,2008,MI,10003422,51512,554,4507.0,,13246,33205
2008-MN,2008,MN,5220393,13853,110,1805.0,,4179,7759
2008-MO,2008,MO,5911605,29701,456,1612.0,,7395,20238
2008-MS,2008,MS,2938618,8942,236,958.0,,3079,4669
2008-MT,2008,MT,967440,3013,40,358.0,,204,2411
2008-NC,2008,NC,9222414,43125,599,2296.0,,14323,25907
2008-ND,2008,ND,641481,1441,11,331.0,,73,1026
2008-NE,2008,NE,1783432,5570,69,601.0,,1297,3603
2008-NH,2008,NH,1315809,2054,14,385.0,,421,1234
2008-NJ,2008,NJ,8682661,28351,376,1122.0,,12701,14152
2008-NM,2008,NM,1984356,12967,161,1118.0,,2151,9537
2008-NV,2008,NV,2600167,18973,165,1106.0,,6486,11216
2008-NY,2008,NY,19490297,77546,836,2798.0,,31787,42125
2008-OH,2008,OH,11485910,40436,547,4531.0,,18706,16652
2008-OK,2008,OK,3642361,19359,215,1471.0,,3698,13975
2008-OR,2008,OR,3790060,9909,87,1183.0,,2656,5983
2008-PA,2008,PA,12448279,51044,705,3485.0,,18873,27981
2008-RI,2008,RI,1050788,2656,31,282.0,,880,1463
2008-SC,2008,SC,4479800,32746,307,1686.0,,6595,24158
2008-SD,2008,SD,804194,2227,37,562.0,,134,1494
2008-TN,2008,TN,6214888,44913,412,2078.0,,10804,31619
2008-TX,2008,TX,24326974,123585,1370,8055.0,,37739,76421
2008-UT,2008,UT,2736424,6165,41,915.0,,1421,3788
2008-VA,2008,VA,7769089,20031,370,1794.0,,7470,10397
2008-VT,2008,VT,621270,854,17,133.0,,93,611
2008-WA,2008,WA,6549224,21888,193,2653.0,,6419,12623
2008-WI,2008,WI,5627967,15507,146,1128.0,,5163,9070
2008-WV,2008,WV,1814468,5006,67,389.0,,896,3654
2008-WY,2008,WY,532668,1330,12,185.0,,87,1046
2009-AK,2009,AK,698473,4424,22,513.0,,654,3235
2009-AL,2009,AL,4708708,21194,322,1504.0,,6265,13103
2009-AR,2009,AR,2889450,14905,179,1378.0,,2576,10772
2009-AZ,2009,AZ,6595778,28128,380,2279.0,,8199,17270
2009-CA,2009,CA,36961664,174934,1972,8713.0,,64093,100156
2009-CO,2009,CO,5024748,17022,159,2269.0,,3371,11223
2009-CT,2009,CT,3518288,10588,106,657.0,,4001,5824
2009-DC,2009,DC,599657,8089,145,150.0,,4404,3390
2009-DE,2009,DE,885122,5713,41,395.0,,1680,3597
2009-FL,2009,FL,18537969,113541,1017,5501.0,,30911,76112
2009-GA,2009,GA,9829211,42073,566,2323.0,,14631,24553
2009-HI,2009,HI,1295178,3550,23,385.0,,1030,2112
2009-IA,2009,IA,3007856,8485,38,890.0,,1201,6356
2009-ID,2009,ID,1545801,3805,24,575.0,,254,2952
2009-IL,2009,IL,12910409,64185,773,3901.0,,22923,36588
2009-IN,2009,IN,6423113,21455,312,1621.0,,7347,12175
2009-KS,2009,KS,2818747,11460,125,1179.0,,1786,8370
2009-KY,2009,KY,4314113,11000,184,1531.0,,3642,5643
2009-LA,2009,LA,4492076,28878,529,1351.0,,6150,20848
2009-MA,2009,MA,6593587,30503,173,1734.0,,7467,21129
2009-MD,2009,MD,5699478,33625,440,1156.0,,12007,20022
2009-ME,2009,ME,1318301,1580,26,375.0,,399,780
2009-MI,2009,MI,9969727,49825,623,4524.0,,12427,32251
2009-MN,2009,MN,5266214,12874,74,1789.0,,3619,7392
2009-MO,2009,MO,5987580,29513,387,1606.0,,7437,20083
2009-MS,2009,MS,2951996,8451,194,991.0,,2969,4297
2009-MT,2009,MT,974989,2798,32,357.0,,228,2181
2009-NC,2009,NC,9380884,37946,489,2306.0,,11825,23326
2009-ND,2009,ND,646844,1723,12,296.0,,107,1308
2009-NE,2009,NE,1796619,5199,41,617.0,,1220,3321
2009-NH,2009,NH,1324575,2125,11,399.0,,454,1261
2009-NJ,2009,NJ,8707739,27113,319,1041.0,,11639,14114
2009-NM,2009,NM,2009671,12709,198,1069.0,,1932,9510
2009-NV,2009,NV,2643085,18639,156,1024.0,,6028,11431
2009-NY,2009,NY,19541453,75110,781,2582.0,,28141,43606
2009-OH,2009,OH,11542645,38305,527,4119.0,,17670,15989
2009-OK,2009,OK,3687050,18560,234,1535.0,,3358,13433
2009-OR,2009,OR,3825657,9968,88,1202.0,,2499,6179
2009-PA,2009,PA,12604767,48188,664,3626.0,,17504,26394
2009-RI,2009,RI,1053209,2678,32,296.0,,785,1565
2009-SC,2009,SC,4561242,30799,305,1663.0,,5753,23078
2009-SD,2009,SD,812383,1777,30,501.0,,117,1129
2009-TN,2009,TN,6296254,41933,468,2019.0,,9653,29793
2009-TX,2009,TX,24782302,121684,1330,8311.0,,38022,74021
2009-UT,2009,UT,2784572,5998,39,941.0,,1304,3714
2009-VA,2009,VA,7882590,18195,370,1572.0,,6342,9911
2009-VT,2009,VT,621760,837,8,132.0,,111,586
2009-WA,2009,WA,6664195,22412,190,2583.0,,6711,12928
2009-WI,2009,WI,5654774,14650,146,1118.0,,4904,8482
2009-WV,2009,WV,1819777,5554,84,470.0,,914,4086
2009-WY,2009,WY,544270,1196,11,172.0,,78,935
2010-AK,2010,AK,714146,4537,31,533.0,,594,3379
2010-AL,2010,AL,4785401,18363,275,1355.0,,4864,11869
2010-AR,2010,AR,2921588,14711,134,1321.0,,2369,10887
2010-AZ,2010,AZ,6413158,26528,408,2191.0,,6953,16976
2010-CA,2010,CA,37338198,164133,1809,8331.0,,58116,95877
2010-CO,2010,CO,5047692,16339,129,2230.0,,3164,10816
2010-CT,2010,CT,3575498,10083,133,595.0,,3553,5802
2010-DC,2010,DC,604912,8026,132,187.0,,4325,3382
2010-DE,2010,DE,899792,5608,51,326.0,,1839,3392
2010-FL,2010,FL,18838613,101969,987,5373.0,,26086,69523
2010-GA,2010,GA,9712157,39068,555,2107.0,,12372,24034
2010-HI,2010,HI,1363359,3603,25,377.0,,1065,2136
2010-IA,2010,IA,3050202,8191,38,883.0,,1012,6258
2010-ID,2010,ID,1571102,3464,22,533.0,,213,2696
2010-IL,2010,IL,12841980,57132,704,3066.0,,20386,32976
2010-IN,2010,IN,6490622,20983,268,1760.0,,6559,12396
2010-KS,2010,KS,2859143,10602,97,1146.0,,1538,7821
2010-KY,2010,KY,4347223,10604,188,1438.0,,3748,5230
2010-LA,2010,LA,4545343,25241,500,1230.0,,5297,18214
2010-MA,2010,MA,6555466,30737,214,1784.0,,6897,21842
2010-MD,2010,MD,5785681,31607,426,1228.0,,11054,18899
2010-ME,2010,ME,1327379,1621,24,389.0,,412,796
2010-MI,2010,MI,9877143,48693,580,4733.0,,11522,31858
2010-MN,2010,MN,5310658,12515,96,1798.0,,3388,7233
2010-MO,2010,MO,5995715,27440,420,1445.0,,6185,19390
2010-MS,2010,MS,2970072,7999,204,931.0,,2777,4087
2010-MT,2010,MT,990958,2733,25,332.0,,154,2222
2010-NC,2010,NC,9560234,34679,474,2002.0,,9620,22583
2010-ND,2010,ND,674629,1548,10,245.0,,90,1203
2010-NE,2010,NE,1830141,5093,54,674.0,,1020,3345
2010-NH,2010,NH,1316807,2204,13,411.0,,450,1330
2010-NJ,2010,NJ,8799593,27055,371,981.0,,11818,13885
2010-NM,2010,NM,2065913,12147,140,959.0,,1616,9432
2010-NV,2010,NV,2704283,17929,158,965.0,,5298,11508
2010-NY,2010,NY,19395206,76492,868,2797.0,,28630,44197
2010-OH,2010,OH,11537968,36306,479,3730.0,,16486,15611
2010-OK,2010,OK,3760184,18100,195,1469.0,,3345,13091
2010-OR,2010,OR,3838332,9648,96,1239.0,,2421,5892
2010-PA,2010,PA,12717722,46612,653,3472.0,,16375,26112
2010-RI,2010,RI,1052528,2709,29,298.0,,782,1600
2010-SC,2010,SC,4637106,27923,265,1551.0,,5017,21090
2010-SD,2010,SD,816598,2196,23,385.0,,154,1634
2010-TN,2010,TN,6357436,38909,359,2173.0,,8361,28016
2010-TX,2010,TX,25253466,113231,1249,7622.0,,32843,71517
2010-UT,2010,UT,2775479,5925,53,983.0,,1269,3620
2010-VA,2010,VA,8023953,17184,376,1580.0,,5678,9550
2010-VT,2010,VT,625909,820,7,141.0,,76,596
2010-WA,2010,WA,6742950,21138,154,2579.0,,5929,12476
2010-WI,2010,WI,5691659,14167,155,1191.0,,4516,8305
2010-WV,2010,WV,1854368,5586,58,362.0,,776,4390
2010-WY,2010,WY,564554,1117,8,162.0,,77,870
2011-AK,2011,AK,723860,4416,30,436.0,,576,3374
2011-AL,2011,AL,4803689,20166,299,1370.0,,4906,13591
2011-AR,2011,AR,2938582,14173,160,1230.0,,2357,10426
2011-AZ,2011,AZ,6467315,26789,397,2499.0,,7145,16748
2011-CA,2011,CA,37683933,154943,1792,7665.0,,54291,91195
2011-CO,2011,CO,5116302,16085,155,2285.0,,3299,10346
2011-CT,2011,CT,3586717,9889,129,689.0,,3689,5382
2011-DC,2011,DC,619020,7433,108,173.0,,4094,3058
2011-DE,2011,DE,908137,5144,48,307.0,,1558,3231
2011-FL,2011,FL,19082262,98198,984,5273.0,,25622,66319
2011-GA,2011,GA,9812460,36762,549,2066.0,,12266,21881
2011-HI,2011,HI,1378129,3465,20,353.0,,994,2098
2011-IA,2011,IA,3064097,7883,44,866.0,,824,6149
2011-ID,2011,ID,1583744,3202,35,444.0,,188,2535
2011-IL,2011,IL,12859752,54523,781,3030.0,,20217,30495
2011-IN,2011,IN,6516353,21619,306,1758.0,,6977,12578
2011-KS,2011,KS,2870386,10209,111,1122.0,,1448,7528
2011-KY,2011,KY,4366814,10465,151,1499.0,,3705,5110
2011-LA,2011,LA,4574766,25373,506,1262.0,,5235,18370
2011-MA,2011,MA,6607003,28232,184,1654.0,,6768,19626
2011-MD,2011,MD,5839572,28817,399,1200.0,,10342,16876
2011-ME,2011,ME,1328544,1638,26,394.0,,370,848
2011-MI,2011,MI,9876801,43731,617,4344.0,,10263,28507
2011-MN,2011,MN,5347299,12323,75,2113.0,,3385,6750
2011-MO,2011,MO,6008984,26888,366,1469.0,,6275,18778
2011-MS,2011,MS,2977457,8009,232,863.0,,2496,4418
2011-MT,2011,MT,997667,2755,29,366.0,,171,2189
2011-NC,2011,NC,9651103,33421,498,1959.0,,9448,21516
2011-ND,2011,ND,684740,1699,24,266.0,,91,1318
2011-NE,2011,NE,1842234,4672,68,699.0,,993,2912
2011-NH,2011,NH,1317807,2864,16,581.0,,509,1758
2011-NJ,2011,NJ,8834773,27203,380,1006.0,,12209,13608
2011-NM,2011,NM,2078674,11904,158,856.0,,1720,9170
2011-NV,2011,NV,2720028,15452,139,913.0,,4308,10092
2011-NY,2011,NY,19501616,77463,769,2751.0,,28405,45538
2011-OH,2011,OH,11541007,35218,500,3679.0,,15991,15048
2011-OK,2011,OK,3784163,17311,212,1410.0,,3288,12401
2011-OR,2011,OR,3868229,9643,84,1239.0,,2237,6083
2011-PA,2011,PA,12743948,46189,639,3339.0,,16165,26046
2011-RI,2011,RI,1050646,2586,20,319.0,,744,1503
2011-SC,2011,SC,4673348,27894,320,1678.0,,4631,21265
2011-SD,2011,SD,823593,2105,20,503.0,,167,1415
2011-TN,2011,TN,6399787,38895,380,2095.0,,8082,28338
2011-TX,2011,TX,25631778,104734,1130,7486.0,,28620,67498
2011-UT,2011,UT,2814347,5547,50,901.0,,1079,3517
2011-VA,2011,VA,8104384,16014,304,1591.0,,5425,8694
2011-VT,2011,VT,626592,925,11,146.0,,99,669
2011-WA,2011,WA,6823267,20152,163,2320.0,,5627,12042
2011-WI,2011,WI,5709843,14268,138,1190.0,,4600,8340
2011-WV,2011,WV,1854908,5497,87,372.0,,802,4236
2011-WY,2011,WY,567356,1245,18,146.0,,71,1010
2012-AK,2012,AK,730307,4412,30,583.0,,630,3169
2012-AL,2012,AL,4817528,21693,342,1296.0,,5020,15035
2012-AR,2012,AR,2949828,13851,174,1233.0,,2310,10134
2012-AZ,2012,AZ,6551149,28077,358,2282.0,,7383,18054
2012-CA,2012,CA,37999878,160944,1884,7837.0,,56521,94702
2012-CO,2012,CO,5189458,15951,152,2122.0,,3392,10285
2012-CT,2012,CT,3591765,10183,117,933.0,,3709,5424
2012-DC,2012,DC,633427,7866,88,236.0,,4037,3505
2012-DE,2012,DE,917053,5048,56,249.0,,1498,3245
2012-FL,2012,FL,19320749,94087,1009,5260.0,,23889,63929
2012-GA,2012,GA,9915646,37675,583,2143.0,,12502,22447
2012-HI,2012,HI,1390090,3378,21,279.0,,1125,1953
2012-IA,2012,IA,3075039,8167,49,901.0,,962,6255
2012-ID,2012,ID,1595590,3348,30,495.0,,243,2580
2012-IL,2012,IL,12868192,53556,770,3581.0,,19480,29725
2012-IN,2012,IN,6537782,22544,307,1661.0,,6601,13975
2012-KS,2012,KS,2885398,10292,85,1105.0,,1493,7609
2012-KY,2012,KY,4379730,9852,201,1312.0,,3547,4792
2012-LA,2012,LA,4602134,22839,489,1155.0,,5458,15737
2012-MA,2012,MA,6645303,27047,121,1650.0,,6555,18721
2012-MD,2012,MD,5884868,28086,373,1237.0,,10173,16303
2012-ME,2012,ME,1328501,1626,26,372.0,,420,808
2012-MI,2012,MI,9882519,44962,701,4635.0,,10423,29203
2012-MN,2012,MN,5379646,12419,99,1638.0,,3475,7207
2012-MO,2012,MO,6024522,27189,390,1527.0,,5782,19490
2012-MS,2012,MS,2986450,7769,213,819.0,,2277,4460
2012-MT,2012,MT,1005494,2803,29,392.0,,202,2180
2012-NC,2012,NC,9748364,34464,479,1984.0,,9392,22609
2012-ND,2012,ND,701345,1723,25,279.0,,127,1292
2012-NE,2012,NE,1855350,4802,52,710.0,,1128,2912
2012-NH,2012,NH,1321617,2841,15,486.0,,471,1869
2012-NJ,2012,NJ,8867749,25727,388,1035.0,,11385,12919
2012-NM,2012,NM,2083540,11660,116,957.0,,1847,8740
2012-NV,2012,NV,2754354,16763,124,931.0,,4918,10790
2012-NY,2012,NY,19576125,79535,683,2837.0,,28633,47382
2012-OH,2012,OH,11553031,34827,478,3813.0,,15396,15140
2012-OK,2012,OK,3815780,18102,220,1622.0,,3248,13012
2012-OR,2012,OR,3899801,9638,91,1159.0,,2419,5969
2012-PA,2012,PA,12764475,45384,707,3371.0,,15735,25571
2012-RI,2012,RI,1050304,2657,26,292.0,,715,1614
2012-SC,2012,SC,4723417,26474,332,1712.0,,4511,19919
2012-SD,2012,SD,834047,2701,23,600.0,,157,1921
2012-TN,2012,TN,6454914,41213,400,2047.0,,8151,30615
2012-TX,2012,TX,26060796,106475,1148,7715.0,,30385,67227
2012-UT,2012,UT,2854871,5939,52,975.0,,1105,3807
2012-VA,2012,VA,8186628,15676,322,1505.0,,4718,9131
2012-VT,2012,VT,625953,891,8,131.0,,114,638
2012-WA,2012,WA,6895318,20553,217,2250.0,,5801,12285
2012-WI,2012,WI,5724554,16254,169,1228.0,,4692,10165
2012-WV,2012,WV,1856680,5943,70,415.0,,835,4623
2012-WY,2012,WY,576626,1161,14,154.0,,61,932
2013-AK,2013,AK,737259,4709,34,657.0,925.0,623,3127
2013-AL,2013,AL,4833996,20834,346,1449.0,2055.0,4645,13788
2013-AR,2013,AR,2958765,13705,158,1135.0,1490.0,2261,9796
2013-AZ,2013,AZ,6634997,27576,355,2344.0,3174.0,6656,17391
2013-CA,2013,CA,38431393,154739,1746,7464.0,10324.0,53640,89029
2013-CO,2013,CO,5272086,16099,174,2198.0,2963.0,3136,9826
2013-CT,2013,CT,3599341,9439,91,647.0,891.0,3551,4906
2013-DC,2013,DC,649111,8415,103,297.0,395.0,4082,3835
2013-DE,2013,DE,925240,4633,41,278.0,399.0,1233,2960
2013-FL,2013,FL,19600311,91993,972,4765.0,6767.0,23200,61054
2013-GA,2013,GA,9994759,37519,563,2022.0,2891.0,12704,21361
2013-HI,2013,HI,1408987,3585,32,366.0,508.0,934,2111
2013-IA,2013,IA,3092341,8443,41,873.0,1133.0,937,6332
2013-ID,2013,ID,1612843,3471,29,516.0,674.0,220,2548
2013-IL,2013,IL,12890552,51956,722,3895.0,5340.0,17733,28161
2013-IN,2013,IN,6570713,23627,357,1623.0,2241.0,7114,13915
2013-KS,2013,KS,2895801,9928,117,1003.0,1295.0,1339,7177
2013-KY,2013,KY,4399583,9280,172,951.0,1646.0,3247,4215
2013-LA,2013,LA,4629284,24127,494,1248.0,1763.0,5539,16331
2013-MA,2013,MA,6708874,27264,138,1722.0,2303.0,6705,18118
2013-MD,2013,MD,5938737,28235,384,1179.0,1679.0,10048,16124
2013-ME,2013,ME,1328702,1761,24,366.0,495.0,335,907
2013-MI,2013,MI,9898193,44757,625,4506.0,6785.0,10093,27254
2013-MN,2013,MN,5422060,12710,114,1453.0,2014.0,3674,6908
2013-MO,2013,MO,6044917,26216,369,1679.0,2305.0,5486,18056
2013-MS,2013,MS,2992206,8303,217,726.0,1024.0,2413,4649
2013-MT,2013,MT,1014864,2924,23,382.0,467.0,217,2217
2013-NC,2013,NC,9848917,33587,463,1790.0,2524.0,9275,21325
2013-ND,2013,ND,723857,1979,16,288.0,355.0,161,1447
2013-NE,2013,NE,1868969,4949,56,621.0,847.0,1035,3011
2013-NH,2013,NH,1322616,2952,21,522.0,778.0,645,1708
2013-NJ,2013,NJ,8911502,25748,404,861.0,1189.0,12084,12071
2013-NM,2013,NM,2086895,12990,123,1135.0,1565.0,1832,9470
2013-NV,2013,NV,2791494,16888,163,1090.0,1482.0,5183,10060
2013-NY,2013,NY,19695680,77563,644,2575.0,3548.0,27241,46130
2013-OH,2013,OH,11572005,33722,478,3594.0,4391.0,14483,14370
2013-OK,2013,OK,3853118,17187,198,1715.0,2314.0,3023,11652
2013-OR,2013,OR,3928068,9536,82,1000.0,1464.0,2394,5596
2013-PA,2013,PA,12781296,42825,611,2728.0,3795.0,14739,23680
2013-RI,2013,RI,1053354,2710,31,333.0,449.0,683,1547
2013-SC,2013,SC,4771929,24263,305,1739.0,2233.0,3965,17760
2013-SD,2013,SD,845510,2733,18,454.0,507.0,156,2052
2013-TN,2013,TN,6497269,38063,335,1904.0,2500.0,7333,27895
2013-TX,2013,TX,26505637,108757,1140,7610.0,10456.0,31810,65351
2013-UT,2013,UT,2902787,6644,51,926.0,1522.0,1247,3824
2013-VA,2013,VA,8270345,16355,320,1476.0,2350.0,4574,9111
2013-VT,2013,VT,626855,775,10,113.0,136.0,75,554
2013-WA,2013,WA,6973742,20223,167,2072.0,2604.0,5829,11623
2013-WI,2013,WI,5742953,16118,163,1308.0,1836.0,4834,9285
2013-WV,2013,WV,1853595,5657,62,367.0,700.0,653,4242
2013-WY,2013,WY,583223,1212,17,144.0,204.0,74,917
2014-AK,2014,AK,737046,4684,41,553.0,771.0,629,3243
2014-AL,2014,AL,4846411,20727,276,1425.0,2005.0,4702,13744
2014-AR,2014,AR,2966835,14248,175,1291.0,1816.0,2037,10220
2014-AZ,2014,AZ,6728783,26422,311,2356.0,3272.0,6225,16614
2014-CA,2014,CA,38792291,153763,1700,8389.0,11578.0,48681,91804
