Number,dateReported,timeReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,geolocation,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20008498,3/22/20, 11:07:00 PM,"Mar 22, 2020, 2:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2414 KIRKWOOD AVE,MO,,95350,"37.67717797,-120.9962061",0,0,0,,FELONY
MP20800772,3/22/20, 7:53:00 PM,"Mar 21, 2020, 3:35:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2929 FLOYD AVE,MODESTO,CALIFORNIA,95355,"37.67832497,-120.9409911",0,0,0,,FELONY
MP20800773,3/22/20, 8:39:00 AM,"Mar 22, 2020, 8:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1453 OVERHOLTZER DR,MODESTO,CALIFORNIA,95355,"37.66519063,-120.973585",0,0,0,,MISDEMEANOR
MP20800764,3/22/20, 9:32:00 PM,"Mar 22, 2020, 2:45:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1508 WATER ST,MODESTO,CALIFORNIA,95355,"37.66580743,-120.974403",0,0,0,,MISDEMEANOR
MP20008517,3/23/20, 4:43:18 AM,"Mar 23, 2020, 4:43:18 AM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,421 MC HENRY AVE,MODESTO,CALIFORNIA,95354,"37.65019117,-120.994148",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008521,3/23/20, 8:10:00 AM,"Mar 23, 2020, 12:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2028 MT OSO WAY,MODESTO,CALIFORNIA,95358,"37.59981812,-121.0001249",0,0,0,,FELONY
MP20008560,3/23/20, 1:45:00 PM,"Mar 19, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1129 MCGUIRE DR,MODESTO,CALIFORNIA,95355,"37.65898993,-120.952127",0,0,0,,FELONY
MP20008576,3/23/20, 5:33:25 PM,"Mar 23, 2020, 4:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3300 DRY CREEK DR,MODESTO,CALIFORNIA,95354,"37.64880335,-120.9330653",0,0,0,,FELONY
MP20008575,3/23/20, 9:36:58 AM,"Mar 23, 2020, 9:36:58 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1724 VICTOR CT,MODESTO,CALIFORNIA,95351,"37.61777641,-121.0173042",1,0,0,,FELONY
MP20008528,3/23/20, 9:00:47 AM,"Mar 23, 2020, 1:50:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2425 BELLAMY ST,MODESTO,CALIFORNIA,95354,"37.64290097,-120.9512175",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008540,3/23/20, 11:31:05 AM,"Mar 20, 2020, 10:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,401 JOHNSON ST,MODESTO,CALIFORNIA,95354,"37.65012316,-120.9917316",0,0,0,,FELONY
MP20008585,3/23/20, 7:43:12 PM,"Mar 23, 2020, 7:43:12 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,205 CAPISTRANO DR,MO,CALIFORNIA,95354,"37.64032607,-120.9435232",1,0,0,,FELONY
MP20008510,3/23/20, 1:01:00 AM,"Mar 22, 2020, 11:04:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,USTICK RD & BOISE AVE,MODESTO,CALIFORNIA,95358,"37.60267597,-121.0116712",0,0,0,,FELONY
MP20008533,3/23/20, 10:08:00 AM,"Mar 23, 2020, 9:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1305 SUNRISE AVE,MO,,95350,"37.66195143,-120.9850604",0,0,0,,FELONY
MP20008537,3/23/20, 10:34:00 AM,"Mar 22, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1725 BONNIE BRAE AVE,MO,,95354,"37.62671617,-120.9675039",0,0,0,,FELONY
MP20008558,3/23/20, 12:38:16 PM,"Mar 22, 2020, 9:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,301 STANDIFORD AVE,MO,,,"37.68979253,-120.9967484",0,0,0,,FELONY
MP20008561,3/23/20, 1:00:00 PM,"Mar 23, 2020, 1:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1808 BRISAS CT,MO,,95358,"37.6030175,-121.0183727",0,0,0,,FELONY
MP20800786,3/23/20, 7:14:00 PM,"Mar 21, 2020, 2:02:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1200 WOODROW AVE,MODESTO,CALIFORNIA,95350,"37.68565087,-121.0109385",0,0,0,,MISDEMEANOR
MP20008606,3/24/20, 8:24:00 AM,"Mar 21, 2020, 4:30:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2501 ORCHARD PARK WAY,MODESTO,CALIFORNIA,95355,"37.67729487,-120.954014",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20008608,3/24/20, 8:53:24 AM,"Mar 23, 2020, 11:30:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,1012 HAWTHORNE AVE,MODESTO,CALIFORNIA,95350,"37.67080205,-121.0061035",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008643,3/24/20, 4:30:00 PM,"Mar 10, 2020, 12:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3937 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,"37.66375204,-120.9218145",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20008601,3/24/20, 4:03:31 AM,"Mar 24, 2020, 4:03:31 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2221 MC HENRY AVE,MODESTO,CALIFORNIA,95350,"37.67573089,-120.9953828",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008581,3/24/20, 2:44:19 PM,"Mar 24, 2020, 2:44:19 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2005 WYLIE DR,MO,CALIFORNIA,95355,"37.65828931,-120.9614828",1,0,0,,FELONY
MP20008581,3/24/20, 2:44:19 PM,"Mar 24, 2020, 2:44:19 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,2005 WYLIE DR,MO,CALIFORNIA,95355,"37.65828931,-120.9614828",1,0,0,,FELONY
MP20008662,3/24/20, 4:42:00 PM,"Mar 21, 2020, 3:47:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,900 CROWS LANDING RD,MODESTO,CALIFORNIA,95351,"37.61640129,-120.9928832",0,0,0,,FELONY
MP20008662,3/24/20, 4:42:00 PM,"Mar 21, 2020, 3:47:00 PM",487 (D) PC,487 (D) PC GRAND THEFT:AUTO 07 Motor Vehicle Theft 2304,900 CROWS LANDING RD,MODESTO,CALIFORNIA,95351,"37.61640129,-120.9928832",0,0,0,,FELONY
MP20008648,3/24/20, 3:31:20 PM,"Mar 24, 2020, 7:00:00 AM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,1904 INNSBROOK DR,MODESTO,CALIFORNIA,95350,"37.68754144,-121.0265269",0,0,0,,FELONY
MP20008649,3/24/20, 4:32:47 PM,"Mar 24, 2020, 1:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3800 BANYAN TREE DR,MODESTO,CALIFORNIA,95355,"37.67576003,-120.9257264",1,0,0,,FELONY
MP20008649,3/24/20, 4:32:47 PM,"Mar 24, 2020, 1:00:00 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,3800 BANYAN TREE DR,MODESTO,CALIFORNIA,95355,"37.67576003,-120.9257264",1,0,0,,FELONY
MP20008677,3/24/20, 10:02:24 PM,"Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,"37.6649435,-120.9973394",0,0,0,,
MP20008677,3/24/20, 10:02:24 PM,"Mar 24, 2020, 10:02:24 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1441 FLORIDA AVE,MODESTO,CALIFORNIA,95350,"37.6649435,-120.9973394",0,0,0,,FELONY
MP20008650,3/24/20, 4:49:00 PM,"Mar 12, 2020, 6:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2001 TROPICAL DR,MODESTO,CALIFORNIA,95350,"37.67299218,-121.0197252",0,0,0,,FELONY
MP20008637,3/24/20, 2:17:18 PM,"Feb 6, 2020, 8:00:00 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3937 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,"37.66375204,-120.9218145",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20008678,3/24/20, 11:09:03 PM,"Mar 24, 2020, 11:00:00 PM",664 /211 PC,664 /211 PC ATTEMPTED ROBBERY 03 Robbery 2900,441 PIRINEN LN,MO,,95354,"37.64515867,-120.9404713",0,0,0,,FELONY
MP20008602,3/24/20, 12:00:00 AM,"Mar 23, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,934 CLAREMONT CT,MO,,95356,"37.69056759,-120.9805235",0,0,0,,FELONY
MP20008619,3/24/20, 12:00:00 AM,"Feb 4, 2020, 7:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1609 BERGEN DR,MO,,95350,"37.66816086,-120.9809789",0,0,0,,FELONY
MP20008660,3/24/20, 5:54:00 PM,"Mar 24, 2020, 5:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,123 COLLEGE AVE,MO,,,"37.64676225,-121.0070114",0,0,0,,FELONY
MP20800793,3/24/20, 9:34:00 PM,"Mar 24, 2020, 5:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,COFFEE RD & SCENIC DR,MODESTO,CALIFORNIA,95355,"37.64899453,-120.9755442",0,0,0,,FELONY
MP20800791,3/24/20, 11:10:00 PM,"Mar 24, 2020, 8:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2345 SCENIC DR,MODESTO,CALIFORNIA,95355,"37.65431048,-120.9543971",0,0,0,,FELONY
MP20800787,3/24/20, 7:23:00 AM,"Mar 23, 2020, 6:45:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,901 PEARL ST,MODESTO,CALIFORNIA,95350,"37.66585969,-121.0045933",0,0,0,,MISDEMEANOR
MP20008615,3/24/20, 10:31:06 AM,"Mar 24, 2020, 10:31:06 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3424 VINTAGE DR,MO,,95356,"37.69219232,-121.0602473",0,0,0,,MISDEMEANOR
MP20008628,3/25/20, 12:14:50 AM,"Mar 25, 2020, 12:14:50 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"MC HENRY AVE, MO / E MORRIS AVE, MO ( 42/A3 )",MODESTO,CALIFORNIA,,"37.65096323,-120.9937918",1,0,0,,FELONY
MP20008722,3/25/20, 1:44:28 PM,"Mar 25, 2020, 1:44:28 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,710 N 9TH ST,MODESTO,CALIFORNIA,95350,"37.655083,-121.0195195",1,0,0,,FELONY
MP20008709,3/25/20, 12:07:16 PM,"Mar 24, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,405 ROSINA AVE,MODESTO,CALIFORNIA,95354,"37.64394513,-120.968975",0,0,0,,FELONY
MP20008692,3/25/20, 6:50:38 AM,"Mar 25, 2020, 6:50:38 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1031 DOUGLAS AVE,MO,,95350,"37.65871514,-120.9958968",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20008707,3/25/20, 11:54:00 AM,"Mar 24, 2020, 3:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,4612 VIA BREZZA,MODESTO,CALIFORNIA,95357,"37.66592248,-120.9101028",0,1,0,,MISDEMEANOR
MP20008689,3/25/20, 8:09:42 AM,"Mar 25, 2020, 8:09:42 AM",211 PC,211 PC ROBBERY 03 Robbery 853,"NEEDHAM OVERPASS, MO / NEEDHAM ST, MO ( 41/E4 )",MODESTO,CALIFORNIA,,"37.64589777,-121.0066324",0,0,0,,FELONY
MP20008743,3/25/20, 4:34:30 PM,"Mar 25, 2020, 4:34:30 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1718 ONTARIO AVE,MODESTO,CALIFORNIA,95351,"37.61431516,-121.0177293",0,0,0,,FELONY
MP20008750,3/25/20, 7:01:56 PM,"Mar 25, 2020, 3:30:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,705 S WASHINGTON ST,MO,,,"37.63258503,-121.0077084",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008752,3/25/20, 7:44:36 PM,"Mar 25, 2020, 7:44:36 PM",187 (A) PC,187 (A) PC MURDER 01a. Criminal Homicide: Murder and Negligent Manslaughter 767,2434 GLENDALE AVE,MO,,95354,"37.63902471,-120.9505278",1,0,0,,
MP20008752,3/25/20, 7:44:36 PM,"Mar 25, 2020, 7:44:36 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,2434 GLENDALE AVE,MO,,95354,"37.63902471,-120.9505278",1,0,0,,FELONY
MP20008752,3/25/20, 7:44:36 PM,"Mar 25, 2020, 7:44:36 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,2434 GLENDALE AVE,MO,,95354,"37.63902471,-120.9505278",1,0,0,,FELONY
MP20008752,3/25/20, 7:44:36 PM,"Mar 25, 2020, 7:44:36 PM",187 (A) PC,187 (A) PC MURDER 01a. Criminal Homicide: Murder and Negligent Manslaughter 767,2434 GLENDALE AVE,MO,,95354,"37.63902471,-120.9505278",1,0,0,,FELONY
MP20008752,3/25/20, 7:44:36 PM,"Mar 25, 2020, 7:44:36 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,2434 GLENDALE AVE,MO,,95354,"37.63902471,-120.9505278",1,0,0,,FELONY
MP20008688,3/25/20, 6:08:58 AM,"Mar 24, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3929 PRESCOTT RD,MO,,95356,"37.69671614,-121.0320903",0,0,0,,FELONY
MP20008694,3/25/20, 12:00:00 AM,"Mar 24, 2020, 11:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2017 SCOTCH PINE DR,MO,,95351,"37.61666737,-121.0235032",0,0,0,,FELONY
MP20008698,3/25/20, 9:23:59 AM,"Feb 26, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"OAKDALE RD, MO / SURREY AVE, MO # 17 ( 42/F2 )",,,,"37.65648054,-120.9574272",0,0,0,,FELONY
MP20008716,3/25/20, 12:00:00 PM,"Mar 25, 2020, 2:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2504 APACHE CT,MO,,95350,"37.67852545,-121.0250927",0,0,0,,FELONY
MP20008733,3/25/20, 3:20:41 PM,"Dec 18, 2019, 3:20:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3937 E ORANGEBURG AVE,MO,,95355,"37.663747,-120.9218015",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20800811,3/25/20, 4:45:00 PM,"Mar 25, 2020, 3:30:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,4620 VIA ALTURA,MODESTO,CALIFORNIA,95357,"37.66383133,-120.909621",0,0,0,,FELONY
MP20008766,3/26/20, 1:01:23 AM,"Mar 26, 2020, 12:15:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1164 SUNRISE AVE,MODESTO,CALIFORNIA,95350,"37.65960509,-120.9844501",0,0,0,,MISDEMEANOR
MP20008763,3/26/20, 12:23:56 AM,"Mar 26, 2020, 12:23:56 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,"37.68979757,-120.9967614",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008764,3/26/20, 12:50:00 AM,"Mar 25, 2020, 2:20:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2325 ST PAULS WAY,MODESTO,CALIFORNIA,95355,"37.6654754,-120.9544677",0,0,0,,FELONY
MP20008775,3/26/20, 8:53:00 AM,"Mar 25, 2020, 9:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3120 PELANDALE AVE,MODESTO,CALIFORNIA,95356,"37.69937359,-121.0530008",0,0,0,,FELONY
MP20008814,3/26/20, 3:25:00 PM,"Mar 1, 2019, 12:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,820 SNEAD DR,MODESTO,CALIFORNIA,95351,"37.6182225,-121.0058941",0,0,0,,MISDEMEANOR
MP20008808,3/26/20, 1:33:45 PM,"Mar 18, 2020, 11:00:00 PM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,839 W ROSEBURG AVE,MO,,,"37.66092142,-121.0040725",0,0,0,,FELONY
MP20008857,3/26/20, 8:41:16 PM,"Mar 26, 2020, 8:41:16 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2025 W ORANGEBURG AVE,MODESTO,CALIFORNIA,95350,"37.66563142,-121.0286084",0,1,0,,FELONY
MP20008864,3/26/20, 10:56:00 PM,"Mar 26, 2020, 10:56:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,E BRIGGSMORE AVE,MODESTO,CALIFORNIA,,"37.67049497,-120.9940286",1,0,0,,FELONY
MP20008825,3/26/20, 4:39:00 PM,"Mar 25, 2020, 12:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3001 RADNOR WAY,MO,,95350,"37.6819944,-121.0234311",0,0,0,,FELONY
MP20008855,3/26/20, 8:34:47 PM,"Mar 26, 2020, 8:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,3437 SCENIC DR,MODESTO,CALIFORNIA,95355,"37.6565851,-120.9309461",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008855,3/26/20, 8:34:47 PM,"Mar 26, 2020, 8:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3437 SCENIC DR,MODESTO,CALIFORNIA,95355,"37.6565851,-120.9309461",0,0,0,,FELONY
MP20008822,3/26/20, 3:46:00 PM,"Feb 4, 2020, 12:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1209 ROSELAWN AVE,MODESTO,CALIFORNIA,95351,"37.61382387,-121.0064228",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008867,3/26/20, 11:03:24 PM,"Mar 25, 2020, 4:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,828 GRAPELEAF WAY,MO,,95356,"37.69255562,-121.0049795",1,0,0,,FELONY
MP20008770,3/26/20, 6:45:54 AM,"Mar 25, 2020, 11:30:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2401 PARK BRAE WAY,MODESTO,CALIFORNIA,95358,"37.59590866,-121.0036443",0,0,0,,MISDEMEANOR
MP20008840,3/26/20, 6:02:00 PM,"Mar 26, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1541 IRONSIDE DR,MODESTO,CALIFORNIA,95358,"37.60270081,-121.0134726",1,0,0,,FELONY
MP20008782,3/26/20, 9:54:00 AM,"Mar 25, 2020, 8:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3340 JANET DR,MODESTO,CALIFORNIA,95350,"37.68683104,-121.0239783",0,0,0,,MISDEMEANOR
MP20800807,3/26/20, 2:16:00 PM,"Mar 26, 2020, 10:50:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1217 10TH ST,MODESTO,CALIFORNIA,95354,"37.64256484,-121.0028666",0,0,0,,FELONY
MP20008836,3/26/20, 5:38:00 PM,"Mar 25, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2709 ESPANA LN,MODESTO,CALIFORNIA,95355,"37.67949198,-120.9526216",0,0,0,,
MP20008848,3/26/20, 8:18:00 PM,"Mar 26, 2020, 8:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,204 WARREN WAY,MO,,,"37.69095125,-120.9926094",0,0,0,,FELONY
MP20008884,3/27/20, 7:05:32 AM,"Mar 26, 2020, 10:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,2505 PRESCOTT RD,MODESTO,CALIFORNIA,95350,"37.67862604,-121.0317381",0,0,0,,MISDEMEANOR
MP20008923,3/27/20, 4:59:00 PM,"Mar 26, 2020, 6:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,900 17TH ST,MODESTO,CALIFORNIA,,"37.64515299,-120.9924833",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20008928,3/27/20, 5:29:00 PM,"Mar 22, 2020, 2:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,618 17TH ST,MODESTO,CALIFORNIA,95354,"37.64238408,-120.9893698",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20008926,3/27/20, 5:27:12 PM,"Mar 27, 2020, 5:27:12 PM",245 (A)(2) PC,245 (A)(2) PC ASSAULT WITH FIREARM ON PERSON: FELONY 04 Aggravated Assault 1233,,,,,,0,0,0,,FELONY
MP20008920,3/27/20, 4:13:23 PM,"Mar 27, 2020, 4:13:23 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,509 HUMBER CT,MODESTO,CALIFORNIA,95354,"37.64602754,-120.9512234",1,0,0,,FELONY
MP20008897,3/27/20, 10:40:42 AM,"Mar 27, 2020, 10:40:42 AM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3430 TULLY RD,MODESTO,,,"37.68849698,-121.0115443",0,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20008911,3/27/20, 10:51:37 AM,"Mar 26, 2020, 10:00:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,1714 RANDAZZO AVE,MODESTO,CALIFORNIA,95350,"37.67084475,-121.0268814",1,0,0,,FELONY
MP20008931,3/27/20, 4:15:00 PM,"Mar 27, 2020, 4:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1313 CLEVENGER DR,MO,,95356,"37.69538409,-121.0135377",1,0,0,,FELONY
MP20008931,3/27/20, 4:15:00 PM,"Mar 27, 2020, 4:00:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,1313 CLEVENGER DR,MO,,95356,"37.69538409,-121.0135377",1,0,0,,FELONY
MP20008931,3/27/20, 4:15:00 PM,"Mar 27, 2020, 4:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1313 CLEVENGER DR,MO,,95356,"37.69538409,-121.0135377",1,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20008954,3/27/20, 11:53:33 PM,"Mar 27, 2020, 11:53:33 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,"CROWS LANDING RD, CO MO / ALGEN AVE, CO MO ( 59/A1 )",MODESTO,CALIFORNIA,,"37.59891608,-120.9935322",1,0,0,,FELONY
MP20008881,3/27/20, 5:46:12 AM,"Mar 27, 2020, 2:45:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1101 GORHAM AVE,MODESTO,CALIFORNIA,95350,"37.66674988,-120.9798289",0,0,0,,FELONY
MP20800814,3/27/20, 12:56:00 PM,"Mar 27, 2020, 12:05:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,HONEYSUCKLE,MODESTO,CALIFORNIA,,,0,0,0,,FELONY
MP20800816,3/27/20, 7:54:00 AM,"Mar 27, 2020, 2:00:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3020 SHERWOOD AVE,MODESTO,CALIFORNIA,95350,"37.6820957,-120.9979089",0,0,0,,FELONY
MP20800813,3/27/20, 3:18:00 AM,"Mar 27, 2020, 2:15:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,SNYDER,MODESTO,CALIFORNIA,,,0,0,0,,FELONY
